user_id,sleep_score,day_index,is_weekend,bedtime_hour,wake_hour,sleep_duration_hours,bedtime_regularity_hours,caffeine_mg,last_caffeine_hour,alcohol_units_per_day,exercise_minutes,exercise_end_hour,screen_minutes_last_90,stress,is_sick,is_exam_week,is_holiday
1,0.9,31,0,23,7.7,8.8,0.2,68.1,13.7,0.3,36.9,18.6,14.7,2.2,0,0,0
1,0.8,32,0,22.5,7,8.5,0.2,72.3,16,0.1,46.8,18.2,48.5,1.2,0,0,0
1,0.8,33,1,22.9,8.1,9.2,0.2,58.4,15.6,0,13.2,15,28.7,1.4,0,0,0
1,0.8,34,1,22.9,8.4,9.5,0.2,108.3,14.7,0.5,33.3,18.5,23.7,1.3,0,0,0
1,0.8,35,0,22.4,7.3,8.9,0.2,44.4,13.4,0.5,25.8,16.6,36.1,1.4,0,0,0
1,0.8,36,0,22.9,8.2,9.4,0.2,22.1,13.4,0,27.8,15.4,43.7,1.3,0,0,0
1,0.7,37,0,22.4,6.9,8.5,0.2,68.2,11.6,0.7,55,15.9,28.5,2.8,0,0,0
1,0.9,38,0,23.4,8.4,9,0.4,63,10.5,0,18.6,17.1,28.6,0.1,0,0,0
1,0.9,39,0,23.2,7.9,8.6,0.4,54.5,14.5,0.7,31.7,16.2,28.5,0.4,0,0,0
1,0.7,40,1,23.4,8.5,9.1,0.4,138,12.7,1.8,15.7,18.8,37.5,0.7,0,0,0
1,0.8,41,1,23.9,9.8,9.9,0.5,2.5,12.9,0.2,8.3,19,2.6,2.1,0,0,0
1,0.7,42,0,22.7,7.9,9.2,0.5,74.3,14.6,0,27.5,17.3,22.4,2.8,0,0,0
1,0.8,43,0,22.9,8.3,9.4,0.5,45.2,13.8,0.9,20.1,15,11.5,1.2,0,0,0
1,0.8,44,0,22.2,6.9,8.7,0.5,99.3,12.6,0,36.8,18.5,5.2,2.2,0,0,0
1,0.8,45,0,22.9,8.4,9.5,0.5,73.3,15,0.6,43.8,17.1,17.5,1.2,0,0,0
1,0.8,46,0,23.3,8.3,9,0.5,63,14.1,0.2,39.3,13.9,13.3,0,0,1,0
1,0.8,47,1,23.7,8.8,9.1,0.5,77.7,15.4,0.6,33.4,17.6,36.8,0.7,0,1,0
1,0.9,48,1,22.3,7.7,9.4,0.5,107.4,12.9,0,23.6,20,2.6,0.8,0,1,0
1,0.8,49,0,23.1,8.3,9.3,0.5,34.4,11.5,0.5,25.9,19,29.2,1.6,0,1,0
1,0.8,50,0,22.2,7.7,9.4,0.5,0,15,0,0,18.2,52,1.9,0,1,0
1,0.5,51,0,22.7,7.2,8.5,0.5,39.4,16.7,0.8,8.2,18.8,34.5,2.8,1,0,0
1,0.5,52,0,22.6,6.7,8.1,0.5,147.3,15.9,0,2.1,16,25.9,0.9,1,0,0
1,0.8,53,0,0.1,9.3,9.2,0.7,81.8,13.1,1.2,13.8,15.7,18,1.4,0,0,0
1,0.8,54,1,23.5,9,9.6,0.6,36.7,14.1,0.5,44.3,20,6.3,1.2,0,0,0
1,0.9,55,1,23,8.4,9.4,0.6,59.8,12.4,0.5,19,18.4,7.9,1.1,0,0,0
1,0.8,56,0,22.1,7,8.9,0.7,5.5,13.6,0.2,43.2,13.2,48.4,0.6,0,0,0
1,0.8,57,0,22.5,7.5,9.1,0.6,66.9,16.1,1.2,20,21.4,51.3,1.4,0,0,1
1,0.8,58,0,23.9,9.1,9.2,0.7,114.1,12.2,0.8,19.6,17.1,25.5,1.7,0,0,1
1,0.8,59,0,22.9,7.9,9,0.7,106.7,11.7,0,24.1,18.2,37.5,0.4,0,0,1
1,0.7,60,0,23.2,7.8,8.6,0.6,109,13.6,0,24.8,17.6,31.8,2.3,0,0,1
1,0.9,61,1,22.8,7.8,9,0.5,62.7,9,0,12.5,17,25.6,1.3,0,0,1
1,0.8,62,1,22.9,8.2,9.3,0.5,18.6,14.1,0.2,48.8,16.9,21.6,0.5,0,0,1
1,0.9,63,0,22.5,7.5,8.9,0.4,95.9,14.5,0,39.8,20.1,10.6,1.9,0,0,1
1,0.8,64,0,22.7,7.5,8.8,0.4,45.3,13.7,0,22.5,21.4,31.2,1.3,0,0,1
1,0.8,65,0,23,8.1,9.1,0.2,126.6,16.5,0.5,33.8,15.9,39.1,2.2,0,0,1
1,0.8,66,0,23,8.1,9.1,0.2,91.6,12.9,0.5,0,18.7,0,1.9,0,0,1
1,0.8,67,0,22.6,7,8.5,0.2,60.6,17.5,0.3,31.1,20.9,10,1.4,0,0,1
1,0.5,68,1,23.8,8.3,8.5,0.4,17.2,11.7,2,4.7,15.2,44.8,1.9,1,0,1
1,0.8,69,1,23.1,8.6,9.4,0.4,139.2,16.7,1,23.4,18.6,26.8,1.6,0,0,1
1,0.8,70,0,22.5,7.7,9.2,0.4,63.4,14.6,0.3,30.1,19.2,36.3,1.8,0,0,1
1,0.8,71,0,22.6,8.2,9.6,0.4,13.8,11.6,0.3,20.9,17.4,30.1,1.8,0,0,1
1,0.8,72,0,22.1,7.3,9.3,0.5,65.4,9.6,0.3,24.9,19.9,28,1.1,0,0,0
1,0.8,73,0,22.8,7.6,8.8,0.5,57.7,15,0.6,10.7,19.8,26.5,0.9,0,0,0
1,0.8,74,0,23,7.6,8.6,0.5,97.5,11.3,0.2,26.6,22.4,47.1,1.6,0,0,0
1,0.8,75,1,23.2,8.4,9.2,0.4,61.7,15.5,0,24.1,16.1,51.1,1.2,0,0,0
1,0.7,76,1,22.8,7.8,9,0.3,132.8,18.6,0,46.5,18.4,37,1.7,0,0,0
1,0.8,77,0,23,7.7,8.7,0.3,68.9,12.4,0.3,36.9,18.3,61,2.6,0,1,0
1,0.7,78,0,23,8.4,9.4,0.3,103.9,14.4,0,35.5,15.6,56.3,2.9,0,1,0
1,0.9,79,0,22.8,7.7,8.9,0.1,83.2,15.5,0.1,30.3,18.2,16.9,1.5,0,1,0
1,0.9,80,0,22.7,7.4,8.7,0.2,44.2,13,0,45.7,17.7,31.2,1.7,0,1,0
1,0.8,81,0,22.1,6.1,8,0.3,80.6,14.7,0.5,19.2,19.8,40.5,1.8,0,1,0
1,0.8,82,1,23.5,8.7,9.2,0.4,23.3,11.4,0.2,2.4,16.2,81.3,1.3,0,0,0
1,0.5,83,1,22.7,7.2,8.4,0.4,0,14.2,0,0,18,28.2,3.3,1,0,0
1,0.8,84,0,23.1,8,9,0.4,157.4,17,0,11.1,20.7,6.3,2.1,0,0,0
1,0.8,85,0,22.6,7.5,8.9,0.4,44.8,17.6,0.4,38.3,17.1,0,0,0,0,0
1,0.8,86,0,23.3,7.9,8.7,0.4,78.2,15.8,0.5,36.7,16.4,36.3,2.5,0,0,0
1,0.8,87,0,22.4,6.8,8.5,0.5,0,13.7,0,25.4,19,63.5,1.7,0,0,0
1,0.9,88,0,22.8,7.7,8.9,0.4,7.7,12.8,0.8,47.8,16.6,14.1,2.4,0,0,0
1,0.8,89,1,23.5,8.5,9,0.4,62.1,13.4,0.2,12.5,19.2,51.2,2.8,0,0,0
1,0.8,90,1,23,8.2,9.2,0.4,144.8,14.2,0.2,42.9,14.1,42.4,1.5,0,0,0
1,0.8,91,0,23.1,8.6,9.5,0.4,86.8,12.7,0.1,0,18.5,1.1,0.5,0,0,0
1,0.8,92,0,23,7.6,8.6,0.3,110.2,13,0,10.1,20.2,15.3,2.2,0,0,0
1,0.8,93,0,23.4,8.5,9.1,0.3,71.9,14.2,0,42.9,16.6,17.2,2.4,0,0,0
1,0.8,94,0,22.8,7.1,8.3,0.3,4.9,11.6,0.4,31.2,21.3,61.6,1.3,0,0,0
1,0.7,95,0,22.6,7.3,8.7,0.3,172.4,14.1,0,38.7,20.2,13.4,3.5,0,0,0
1,0.8,96,1,22.9,7.9,9,0.2,116.7,10.4,0.7,19.3,18.7,59.9,2,0,0,0
1,0.8,97,1,22.5,8,9.5,0.3,94.6,14.5,0.4,29.4,20.7,2.5,1,0,1,0
1,0.8,98,0,22.4,7.8,9.4,0.3,93.5,11.9,0,47.2,17,19.9,2.2,0,1,0
1,0.9,99,0,23.2,8,8.7,0.3,67,13.1,0.1,16.3,19.3,39.7,2,0,1,0
1,0.8,100,0,23.2,7.8,8.6,0.3,134.7,12,1.4,39.9,19.7,25.1,2.7,0,1,0
1,0.8,101,0,23.1,7.6,8.5,0.3,106.2,14.8,0.2,11.1,16.4,32.9,0.3,0,1,0
1,0.8,102,0,22.8,7.7,8.9,0.3,137.5,13.2,3.6,47.7,17.4,33.1,2.1,0,0,0
1,0.8,103,1,23.6,9.3,9.7,0.4,118.5,12.2,0,31.9,19.8,0,0,0,0,0
1,0.8,104,1,22.5,8.2,9.6,0.4,72.4,13.2,1.3,3.1,17.3,41.3,2,0,0,0
1,0.9,105,0,23.1,8,8.8,0.3,25.1,14.1,0,24.7,16.9,15.9,1.6,0,0,0
1,0.8,106,0,22.6,7.4,8.8,0.3,55,15.9,0.5,21.8,18.9,45.3,1.9,0,0,0
1,0.8,107,0,22.1,7.4,9.3,0.4,12.7,13.4,1,20.3,14.5,0,1.3,0,0,0
1,0.9,108,0,24,8.8,8.8,0.6,0,14.4,2.5,7.5,21.6,24.4,0.8,0,0,0
1,0.8,109,0,23.1,7.8,8.7,0.6,75.8,16,0.2,0,16.6,30.9,0.2,0,0,0
1,0.8,110,1,22.6,7.8,9.2,0.6,50.9,14.9,0.7,22.8,17.3,12.8,0.6,0,1,0
1,0.8,111,1,22.7,8.1,9.3,0.5,109.2,10.6,0.3,21.7,18.6,3.2,0.5,0,1,0
1,0.9,112,0,22,7.5,9.5,0.6,93.8,15.6,0.2,33.3,16.7,0.7,0,0,1,0
1,0.7,113,0,22.6,7.6,9,0.6,24.5,11,0,30.7,18.8,28.6,2.8,0,1,0
1,0.8,114,0,23.2,8.3,9.1,0.6,130.6,10.9,0.1,45.4,18.9,21.7,1.2,0,1,0
1,0.8,115,0,23.3,8.2,8.8,0.4,101.3,18.7,1.6,13.6,19,53.2,1.7,0,1,0
1,0.7,116,0,0.8,9,8.2,0.8,31.2,12,1.7,29.2,20,44.7,1.3,0,0,0
2,0.7,0,0,22.8,4.6,5.8,0.2,190,16.2,0,4.5,21.5,37.1,5,0,0,0
2,0.6,1,0,22.6,4.3,5.6,0.1,413.5,19.7,0.6,1.5,19.6,96.6,4.6,0,0,0
2,0.6,2,0,23,3.3,4.3,0.2,321.9,19.9,1.2,0,19.7,18.5,4,0,0,0
2,0.7,3,0,22.7,3.8,5.1,0.1,246.7,16.4,1.4,19.4,18.7,48.1,4.6,0,0,0
2,0.6,4,0,22.9,4.6,5.7,0.1,259.4,17.8,1.9,24.3,20.1,20,5,0,0,0
2,0.6,5,1,2.5,8.9,6.4,1.4,239.6,19,0.4,3.8,19.9,62.2,4.2,0,0,0
2,0.6,6,1,23.5,6.4,7,1.3,261,19.3,0,1.9,15.5,32,3.7,0,0,0
2,0.7,7,0,0.5,5.9,5.5,1.3,233.1,18.8,0.7,8.1,18.9,69.8,2.9,0,0,0
2,0.6,8,0,1.9,7,5.1,1.4,352.2,18.1,0.5,12.9,20.4,65.9,4.7,0,0,0
2,0.6,9,0,22.8,3.9,5.1,1.4,164.2,13.8,0.9,33.1,21.8,78.1,5,0,0,0
2,0.7,10,0,21.8,3.1,5.3,1.6,164.3,17.9,0,20.4,21,31.6,2.3,0,0,0
2,0.7,11,0,22.3,3.4,5,1.7,219.5,15.3,0,25.7,22.7,31,4,0,0,0
2,0.6,12,1,1,6.9,5.9,1.4,309.7,11.7,1.2,0,18.1,52.1,2.8,0,0,0
2,0.6,13,1,22.9,5.7,6.8,1.4,255,15.1,0,4.8,20.8,17,3.7,0,0,0
2,0.5,14,0,22.6,4.9,6.3,1.4,404.4,17.4,0,8.2,17.8,62.4,3,0,0,0
2,0.7,15,0,22,3.5,5.4,1,192.3,15.7,0,35,19.3,15.6,3.5,0,0,0
2,0.7,16,0,1.3,6.2,4.9,1.3,151.8,16.9,0,16.6,18,54.1,3.4,0,0,0
2,0.7,17,0,0.1,5.5,5.4,1.2,331.7,17,0.2,16,22.3,79.2,2.5,0,0,0
2,0.6,18,0,0.8,6.8,6,1.2,209.6,17.6,0.2,7.1,18.7,40.8,3.4,0,0,0
2,0.6,19,1,1.5,7.8,6.3,1.3,267.9,18.3,0.6,14.1,18.2,48.7,3.5,0,0,0
2,0.7,20,1,23.6,6,6.4,1.2,251.5,15.3,1.2,21.3,16.9,76.5,4,0,0,0
2,0.6,21,0,0.2,6,5.8,1.1,200.6,18.7,0.7,15.1,17.8,58.3,2.9,0,0,0
2,0.7,22,0,21.1,2.9,5.9,1.4,278.5,16.5,1.3,10.1,22.5,78.4,3.6,0,0,0
2,0.6,23,0,0.6,5.5,4.9,1.3,343,18.8,1.7,7.4,16.7,76.5,4.4,0,0,0
2,0.5,24,0,1.1,5.9,4.7,1.4,364.3,23,0.7,20.8,18.3,44.9,3.1,0,0,0
2,0.6,25,0,0.5,6.6,6.1,1.4,232.2,17.2,1.1,14.7,20.2,51.4,2.9,0,0,0
2,0.7,26,1,0.4,6.3,6,1.2,264.8,13.2,0,19.1,19.9,64,4.8,0,1,0
2,0.6,27,1,24,6.2,6.2,1.2,302.1,17.9,0.8,16.3,20.7,79.6,4.7,0,1,0
2,0.6,28,0,2.1,7,4.9,1.4,283.1,14.1,0,22.7,18.7,95,3.2,0,1,0
2,0.7,29,0,0.7,6.4,5.7,0.6,304.7,19.3,0.5,19.9,18.7,62.7,4.2,0,1,0
2,0.7,30,0,0.3,5.9,5.6,0.6,187.2,17.6,0.4,16.9,23,70.6,4.9,0,1,0
2,0.8,31,0,23.7,6,6.3,0.7,188.1,16.8,0.6,23.5,19.8,57.6,3.7,0,0,0
2,0.7,32,0,23.8,5.2,5.5,0.7,344.3,16.8,1.7,22.3,17.7,76.6,4.1,0,0,0
2,0.6,33,1,23.8,5.6,5.8,0.8,312.1,20.1,0.8,21,21.4,17.3,3.4,0,0,0
2,0.6,34,1,23.4,5.3,5.9,0.8,150.5,18.2,0.4,19.8,21.9,113,4.2,0,0,0
2,0.7,35,0,22.1,3.4,5.3,0.7,261.6,17.3,0.1,35.1,20.2,36.7,3.2,0,0,0
2,0.7,36,0,22,3.6,5.7,0.8,243.8,17.5,0.2,6.9,18.2,62.3,4.5,0,0,0
2,0.7,37,0,23.7,4.9,5.2,0.7,299.4,18.7,0.1,22.9,21,104.5,3.3,0,0,0
2,0.7,38,0,0.1,5.3,5.2,0.8,126.3,17.7,0,15.9,17.8,65.9,4.1,0,0,0
2,0.5,39,0,1,7,6,1,393.8,17.4,0.6,19.4,16.7,71.1,3.1,1,0,0
2,0.7,40,1,1,6.6,5.6,1.1,353,15.1,0.6,17.5,21.2,0.6,3.4,0,0,0
2,0.5,41,1,1.7,7.9,6.2,1.3,314.8,17.1,0,10.4,22.4,82.7,4.1,0,0,0
2,0.7,42,0,2.5,7.6,5.2,1.4,210.8,13.5,1.3,15.1,21.2,71.5,4.3,0,0,0
2,0.4,43,0,22.3,4.9,6.6,1.3,224.1,16.6,0.4,32,19.9,37.7,2.1,1,0,0
2,0.4,44,0,0.2,5.6,5.4,1.2,311.4,18.1,0.9,0,18.7,115.9,4.5,1,0,0
2,0.7,45,0,0.2,6,5.8,1.2,306.5,13.1,1.4,16.7,21,21.2,4.2,0,0,0
2,0.2,46,0,4.9,9.6,4.7,1.9,301.7,13.4,2.2,3.6,21.9,87.5,4.3,1,1,0
2,0.3,47,1,2.9,8.7,5.9,2,115.8,22.6,0.6,4.4,20.6,54,5,1,1,0
2,0.6,48,1,1.1,6.3,5.2,2,263.8,17.3,0.2,22.9,16.4,77.1,3.5,0,1,0
2,0.3,49,0,0.1,6.2,6,2,93.3,18.1,0.1,0,18,48.8,5,1,1,0
2,0.7,50,0,22.2,3.4,5.2,2,286.2,16.8,0,9.6,17.6,17.4,2.8,0,1,0
2,0.7,51,0,23.3,5.3,6,2.1,203.1,18.7,0,0,18.7,49.1,4.1,0,0,0
2,0.6,52,0,23.5,5.7,6.2,2.2,424,14.5,1.1,4.8,19.4,36,3.2,0,0,0
2,0.6,53,0,0,5.8,5.7,1.4,311.4,15.6,0.9,23.2,23,79.2,4.7,0,0,0
2,0.6,54,1,1.1,7,5.9,1,268.1,19.5,0,0,15.8,27.2,3.9,0,0,0
2,0.7,55,1,23.7,5.7,6,0.8,379,18.8,0.4,10.4,18.4,74.6,3.3,0,0,0
2,0.6,56,0,0.5,5.3,4.8,0.8,328.6,16.9,1.7,6.2,19.6,57.5,3.9,0,0,0
2,0.5,57,0,1.9,7.8,6,0.9,259.8,19.1,0,22.7,17.8,115.3,3.9,0,0,1
2,0.3,58,0,0.9,6,5.2,0.8,227.9,19.9,0,0,21.8,65.4,5,1,0,1
2,0.7,59,0,1.9,7.2,5.2,0.8,106,17.1,1.6,12.9,18.4,58.2,3.7,0,0,1
2,0.7,60,0,1.6,6.6,5,0.7,282,17.8,0.3,25.5,20.1,75.8,4.4,0,0,1
2,0.8,61,1,2.5,8.4,5.9,0.9,441.9,14,0.7,13.9,18.4,70.9,2.9,0,0,1
2,0.6,62,1,1.2,8.2,6.9,0.6,379.5,20.9,1.2,5.6,19.6,14.8,4.4,0,0,1
2,0.7,63,0,2,8,6,0.5,276.5,17.4,0.7,6.8,17.5,94.3,3.2,0,0,1
2,0.7,64,0,0.6,6.2,5.5,0.6,301.4,19.5,0.5,29.1,19.8,39.2,5,0,0,1
2,0.6,65,0,22.3,4,5.7,1.3,186,20,0.6,0,21.1,95.3,3.9,0,0,1
2,0.7,66,0,23.1,4.9,5.8,1.4,242.3,19.2,0,0,20.7,50.2,2.5,0,0,1
2,0.7,67,0,1.3,6.6,5.3,1.4,409.2,16.1,0,30.4,19.6,56.1,5,0,0,1
2,0.7,68,1,0.8,6.5,5.7,1.2,255,17.5,1.2,27.1,18.6,76.6,3.5,0,0,1
2,0.7,69,1,23.3,5.5,6.2,1.2,390.2,17.2,1.5,9.9,19.7,33.6,2.5,0,0,1
2,0.6,70,0,0.2,5.5,5.3,1,207.3,18,0,13.2,20,42.5,3.7,0,0,1
2,0.7,71,0,0.3,5.7,5.4,1,224,17,0.4,8.4,20.4,48.4,4.4,0,0,1
2,0.7,72,0,2.1,7.6,5.5,1,305.8,14,0.7,27.3,18.8,42.7,2.8,0,0,0
2,0.6,73,0,23.9,4.3,4.4,0.9,144.8,15.4,1.4,29,20.9,72.6,3.9,0,0,0
2,0.6,74,0,1.6,7.3,5.7,0.9,244.1,18.3,0,18,19,77.7,3.9,0,0,0
2,0.7,75,1,2.4,8.1,5.7,1.1,393.9,14.9,1,0,23,58.6,4.4,0,0,0
2,0.5,76,1,2.7,9.7,7,1.1,165.2,21,1.1,2.3,22.3,30.9,4.9,0,0,0
2,0.6,77,0,1.8,7.3,5.5,1,184.7,17.8,0,19.9,22.4,100.9,5,0,1,0
2,0.7,78,0,3.9,9,5,1.1,299.2,17.2,0,0,19.9,69.6,4.1,0,1,0
2,0.5,79,0,23.5,4.5,5,1.5,449.4,19.3,0.8,1.7,20.9,35.2,5,0,1,0
2,0.7,80,0,23.5,4.5,5,1.5,272.3,16.4,2.8,31.9,19.7,48.2,4.5,0,1,0
2,0.6,81,0,2.3,6.8,4.5,1.5,335.3,19.5,1.6,9,20.5,35.8,5,0,1,0
2,0.5,82,1,1.1,7.5,6.3,1.5,316.1,15.6,0.8,0,17.2,101.1,5,0,0,0
2,0.6,83,1,23.2,4.8,5.6,1.6,58.6,16.7,0.7,0,20.6,73.6,5,0,0,0
2,0.7,84,0,23.7,5,5.2,1.7,281.7,16.2,1.1,16.1,20.7,47.1,4.1,0,0,0
2,0.6,85,0,0.3,6,5.7,1,347.1,22.1,0,0,23,84.1,4.2,0,0,0
2,0.7,86,0,1.9,6.6,4.7,1.1,284.1,17.2,1,4.1,17.8,42.9,4,0,0,0
2,0.6,87,0,1.5,7,5.4,1.1,483,20.5,1.9,32.2,15.4,91.5,5,0,0,0
2,0.5,88,0,2,6.6,4.6,1,501.4,20.3,1.2,2.4,17.8,86.4,5,0,0,0
2,0.6,89,1,3.9,9.4,5.5,1.5,463.8,22.8,0.3,18.5,18.6,100.3,3.7,0,0,0
2,0.6,90,1,2.9,8.7,5.8,1.3,287.4,19.9,0,11,15.5,112.4,4.1,0,0,0
2,0.6,91,0,22.7,4.4,5.7,1.6,340.1,18.7,0.6,10.1,19.5,48.3,5,0,0,0
2,0.6,92,0,0.7,5.7,5,1.5,387.2,20.9,1.1,6.5,19.1,36.2,4,0,0,0
2,0.6,93,0,1.6,7.1,5.5,1.5,322.3,18.5,0.7,35.9,20.7,40,5,0,0,0
2,0.6,94,0,23.4,3.5,4.1,1.7,317.1,17.8,0.6,0,21.4,107.3,4.6,0,0,0
2,0.6,95,0,1,6.2,5.2,1.7,315.6,19.9,0.6,0,22.1,84.5,3.9,0,0,0
2,0.6,96,1,3.4,9.2,5.8,1.6,324.5,19.4,1.3,5.1,17.2,127.8,5,0,0,0
2,0.6,97,1,1.9,7.7,5.7,1.5,490.7,18.3,0.7,11,17.8,45.9,4.2,0,1,0
2,0.7,98,0,1.2,6.8,5.6,1.1,311.2,16.5,0,7.4,21,68.3,5,0,1,0
2,0.7,99,0,23,4.4,5.4,1.4,281.3,18.9,0,2.1,16.7,50.5,3.8,0,1,0
2,0.5,100,0,0.7,5.1,4.4,1.4,256.5,20.4,1.2,13.4,20.1,88.9,4.8,0,1,0
2,0.5,101,0,1.4,5.8,4.4,1.2,529.3,21.2,0.5,12.1,19.7,46.4,4.4,0,1,0
2,0.6,102,0,23.2,4.8,5.6,1.4,418.5,20.3,0,26.4,22,68.3,4.2,0,0,0
2,0.6,103,1,0.5,6.7,6.2,1,321.6,21.1,0.2,19.2,19.8,62.5,2.6,0,0,0
2,0.6,104,1,2.3,7.9,5.5,1.1,199.8,16.6,0,2.1,22.3,71.7,4.8,0,0,0
2,0.7,105,0,23.8,5.6,5.8,1.1,312.9,17.6,0,5.9,19.1,80.4,5,0,0,0
2,0.5,106,0,1.4,8,6.6,1,338,17.1,0.9,1.6,21.2,57.9,5,0,0,0
2,0.6,107,0,0.4,5.6,5.2,1,330.1,19.3,0.6,20.9,19.3,53.5,4,0,0,0
2,0.6,108,0,0.5,4.9,4.4,0.9,237.8,18.5,0,11.5,20.6,69.9,4.1,0,0,0
2,0.6,109,0,23.1,4.6,5.5,1,297.8,19.2,0,11.5,14.3,91.5,3.6,0,0,0
2,0.6,110,1,0.3,6.4,6.1,1,303.7,14.9,1.5,18,19.4,11.8,3.7,0,1,0
2,0.6,111,1,0.1,6.6,6.5,0.6,235,18,0.6,33.8,20.3,59.4,3.6,0,1,0
2,0.8,112,0,22.9,4.4,5.5,0.8,104.6,15.9,0,20.8,20.3,53.5,2.5,0,1,0
2,0.7,113,0,1.2,6.9,5.7,0.7,195.8,19.6,0,2.5,20.5,50.8,5,0,1,0
2,0.7,114,0,21.6,2.9,5.3,1.1,78,17.8,0.1,3.9,19.3,83.6,4.1,0,1,0
2,0.7,115,0,0.1,5.3,5.2,1.1,171.9,23,0.7,18.8,20.1,79.8,2.7,0,1,0
2,0.7,116,0,0.3,5.4,5.1,1.1,307.4,16.2,0.5,12.2,22.7,61.2,4.1,0,0,0
3,0.6,0,0,1.3,8.4,7.1,0.2,102.2,17.8,0.9,4.9,18.7,135.3,3.6,0,0,0
3,0.7,1,0,1.6,8.5,6.9,0.1,210.8,17.9,1.2,19.1,17.9,95.2,3.1,0,0,0
3,0.7,2,0,1.4,7.4,6,0.1,303.8,16.4,0.7,23.7,22.7,91.1,2.4,0,0,0
3,0.8,3,0,2,8.6,6.6,0.3,191.4,15.4,3.3,14.9,18,126.9,3.8,0,0,0
3,0.4,4,0,0.9,7.3,6.4,0.3,223.9,17.6,0.7,0,23,85.3,3.3,1,0,0
3,0.3,5,1,1.1,11.5,10.4,0.4,210.9,14.8,0.3,0,21.4,44.6,2.9,1,0,0
3,0.5,6,1,0.6,10.3,9.8,0.4,259.6,15.3,2.2,20.6,21.6,110.6,3.6,0,0,0
